inst.id,n.runs,budget.time,best.f.min,best.f.mean,best.f.med,best.f.mode,best.f.max,best.f.sd,last.improvement.time.min,last.improvement.time.mean,last.improvement.time.med,last.improvement.time.mode,last.improvement.time.max,last.improvement.time.sd,total.time.min,total.time.mean,total.time.med,total.time.mode,total.time.max,total.time.sd,reach.best.f.min.runs,reach.best.f.min.time.min,reach.best.f.min.time.mean,reach.best.f.min.time.med,reach.best.f.min.time.mode,reach.best.f.min.time.max,reach.best.f.min.time.sd
dmu76,20,5006000,6891,6957,6963,6963,7052,40.0210470943267,2382000,3380100,3442500,3442500,5006000,509521.127086374,5006000,5006000,5006000,5006000,5006000,0,1,3510000,3510000,3510000,3510000,3510000,0
dmu76,20,NA,6861,6931.1,6932.5,6932,6996,36.6475388704775,5006000,5272150,5253000,5253000,5558000,154071.505955412,5006000,5272150,5253000,5253000,5558000,154071.505955412,1,5318000,5318000,5318000,5318000,5318000,0
dmu78,20,180000,7081,7188.45,7176.5,7138,7353,70.641031017093,86000,158250,160000,160000,180000,21145.7971436904,180000,180000,180000,180000,180000,0,1,129000,129000,129000,129000,129000,0
dmu78,20,300000,7008,7143.2,7144,7144,7296,73.0584481227549,183000,256650,249000,265000,300000,35062.7632741781,300000,300000,300000,300000,300000,0,1,283000,283000,283000,283000,283000,0
dmu78,20,1800000,6891,6950.9,6948,6979,7047,37.037534304654,1178000,1597400,1686500,1686500,1790000,205353.969115717,1800000,1800000,1800000,1800000,1800000,0,1,1725000,1725000,1725000,1725000,1725000,0
dmu78,20,3600000,6844,6889.2,6888.5,6910.5,6969,30.607188698082,2779000,3404350,3453500,3434000,3594000,205837.001174793,3600000,3600000,3600000,3600000,3600000,0,1,3594000,3594000,3594000,3594000,3594000,0
dmu78,20,5291000,6819,6886.4,6888.5,6910.5,6969,34.311882244463,2779000,3489650,3453500,3434000,5291000,469394.938079584,5291000,5291000,5291000,5291000,5291000,0,1,5291000,5291000,5291000,5291000,5291000,0
dmu78,20,NA,6802,6863.55,6856,6856,6968,40.7772834076188,5291000,5461300,5461000,5461000,5680000,103486.637835647,5291000,5461300,5461000,5461000,5680000,103486.637835647,1,5680000,5680000,5680000,5680000,5680000,0
dmu77,20,180000,7136,7249.4,7238.5,7216,7374,61.7246858404744,107000,152450,156000,169000,179000,20223.6833544499,180000,180000,180000,180000,180000,0,1,150000,150000,150000,150000,150000,0
dmu77,20,300000,7099,7213.8,7211.5,7211.5,7373,73.0829377452336,136000,251050,258500,244000,296000,40947.3024624012,300000,300000,300000,300000,300000,0,1,248000,248000,248000,248000,248000,0
dmu77,20,1800000,6906,7008.1,7005.5,7005.5,7109,56.3232213492614,1141000,1586950,1649500,1764000,1783000,190851.96109192,1800000,1800000,1800000,1800000,1800000,0,1,1723000,1723000,1723000,1723000,1723000,0
dmu77,20,3600000,6861,6941.2,6941,6941,7037,50.0532348184358,3055000,3440400,3510000,3510000,3597000,154142.927522683,3600000,3600000,3600000,3600000,3600000,0,1,3574000,3574000,3574000,3574000,3574000,0
dmu77,20,5131000,6861,6940.65,6941,6941,7037,49.2654197074111,3055000,3521200,3514000,3514000,5131000,408684.101399653,5131000,5131000,5131000,5131000,5131000,0,1,3574000,3574000,3574000,3574000,3574000,0
dmu77,20,NA,6822,6912.75,6913,6915.5,7003,48.82069772459,5131000,5341900,5359500,5359500,5525000,104495.227793325,5131000,5341900,5359500,5359500,5525000,104495.227793325,1,5432000,5432000,5432000,5432000,5432000,0
dmu79,20,180000,7282,7367.6,7372.5,7282,7443,48.7349436938436,129000,159950,161000,162000,179000,13609.1107254237,180000,180000,180000,180000,180000,0,2,129000,129000,154000,154000,179000,35355.3390593274
dmu79,20,300000,7234,7315.7,7314.5,7273,7388,44.4606271708019,194000,267150,277000,296000,299000,30145.742476736,300000,300000,300000,300000,300000,0,1,292000,292000,292000,292000,292000,0
dmu79,20,1800000,7120,7174.2,7173,7173,7271,40.8689819326409,1427000,1641950,1681000,1719000,1762000,116107.69728326,1800000,1800000,1800000,1800000,1800000,0,1,1429000,1429000,1429000,1429000,1429000,0
dmu79,20,3600000,7041,7103.9,7102,7090,7223,44.3014791246475,2553000,3381800,3490500,3490500,3589000,299172.824546897,3600000,3600000,3600000,3600000,3600000,0,1,3475000,3475000,3475000,3475000,3475000,0
dmu79,20,5250000,7041,7103.55,7102,7090,7223,44.6264908345988,2553000,3465550,3490500,3490500,5250000,513663.157598133,5250000,5250000,5250000,5250000,5250000,0,1,3475000,3475000,3475000,3475000,3475000,0
dmu79,20,NA,7002,7076.15,7077,7111,7196,46.6671021282941,5250000,5445750,5440000,5440000,5594000,82833.2980338094,5250000,5445750,5440000,5440000,5594000,82833.2980338094,1,5388000,5388000,5388000,5388000,5388000,0
dmu80,20,180000,6979,7088.3,7096.5,7096.5,7209,64.1709066724002,97000,159400,159000,180000,180000,21711.9903812568,180000,180000,180000,180000,180000,0,1,180000,180000,180000,180000,180000,0
dmu80,20,300000,6943,7019.75,7014.5,7014.5,7105,46.2235699730412,181000,267600,286500,290500,300000,35830.5955706484,300000,300000,300000,300000,300000,0,1,196000,196000,196000,196000,196000,0
dmu80,20,1800000,6766,6840.45,6836.5,6835,6941,38.1485669179687,1189000,1578400,1603500,1603500,1733000,137305.805450922,1800000,1800000,1800000,1800000,1800000,0,1,1412000,1412000,1412000,1412000,1412000,0
dmu80,20,3600000,6748,6789.7,6781,6805,6878,30.7538615461538,1924000,3231950,3449500,3449500,3592000,472562.273813282,3600000,3600000,3600000,3600000,3600000,0,1,3527000,3527000,3527000,3527000,3527000,0
dmu80,20,5046000,6747,6788.1,6781,6805,6878,32.140972375819,1924000,3318650,3476000,3476000,5046000,623108.444984119,5046000,5046000,5046000,5046000,5046000,0,1,5046000,5046000,5046000,5046000,5046000,0
dmu80,20,NA,6707,6756.7,6755.5,6766,6827,31.5245935739067,5046000,5223700,5227000,5227000,5409000,100688.733494029,5046000,5223700,5227000,5227000,5409000,100688.733494029,1,5409000,5409000,5409000,5409000,5409000,0
