inst.id,n.runs,best.f.min,total.time.min
ft10,1,930,113000
la02,1,655,18800
la19,1,842,184000
la21,1,1048,281000
la24,1,937,437000
la25,1,977,56000
la27,1,1240,524000
la29,1,1164,923000
la36,1,1268,447000
la37,1,1397,366000
la38,1,1198,748000
la39,1,1233,1084000
la40,1,1234,830000
orb02,1,888,221000
orb04,1,1019,185000
orb06,1,1010,312000
#orb07,1,307,173000
orb08,1,899,244000
orb09,1,934,183000
