inst.id,n.runs,best.f.min,best.f.mean,total.time.mean
la16,5,945,945.2,38800
la19,5,842,844,34600
la21,5,1047,1051,549200
la22,5,931,932.4,452800
la24,5,938,940.4,569600
la25,5,977,979,644400
la27,5,1236,1244.8,3650600
la29,5,1167,1169.2,4494000
la36,5,1268,1269.8,4655200
la37,5,1401,1412.8,4144400
la38,5,1201,1202.4,5049400
la40,5,1226,1228.6,4544000
