inst.id,n.runs,budget.time,best.f.min,best.f.mean,best.f.med,best.f.mode,best.f.max,best.f.sd,last.improvement.time.min,last.improvement.time.mean,last.improvement.time.med,last.improvement.time.mode,last.improvement.time.max,last.improvement.time.sd,total.time.min,total.time.mean,total.time.med,total.time.mode,total.time.max,total.time.sd,reach.best.f.min.runs,reach.best.f.min.time.min,reach.best.f.min.time.mean,reach.best.f.min.time.med,reach.best.f.min.time.mode,reach.best.f.min.time.max,reach.best.f.min.time.sd
ta39,20,180000,1795,1796.85,1795,1795,1806,3.32890056135181,6000,90450,89000,47000,177000,57679.2172733226,180000,180000,180000,180000,180000,0,11,6000,6000,107000,107000,177000,61118.662527013
ta39,20,300000,1795,1796,1795,1795,1806,2.51312344975017,6000,117050,117500,117500,262000,74929.071724356,300000,300000,300000,300000,300000,0,14,6000,6000,148500,148500,262000,79449.6523135706
ta39,20,1800000,1795,1795,1795,1795,1795,0,6000,264850,172500,172500,978000,248676.131586955,1800000,1800000,1800000,1800000,1800000,0,20,6000,6000,172500,172500,978000,248676.131586955
ta39,20,1801000,1795,1795,1795,1795,1795,0,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,20,1801000,1801000,1801000,1801000,1801000,0
ta40,20,180000,1685,1691.5,1691.5,1693,1696,2.48151057560553,6000,68900,62000,89000,128000,38638.540889962,180000,180000,180000,180000,180000,0,1,42000,42000,42000,42000,42000,0
ta40,20,300000,1685,1690.8,1691,1691,1693,2.04167114213616,15000,105150,69500,89000,293000,86280.6162289196,300000,300000,300000,300000,300000,0,1,42000,42000,42000,42000,42000,0
ta40,20,1800000,1671,1680.4,1680,1680,1686,4.05748171834906,1218000,1538450,1583000,1583000,1794000,138044.796314362,1800000,1800000,1800000,1800000,1800000,0,1,1596000,1596000,1596000,1596000,1596000,0
ta40,20,1801000,1671,1680.4,1680,1680,1686,4.05748171834906,1596000,1790750,1801000,1801000,1801000,45839.3935387457,1801000,1801000,1801000,1801000,1801000,0,1,1596000,1596000,1596000,1596000,1596000,0
ta40,20,NA,1671,1680.4,1680,1680,1686,4.05748171834906,1801000,1801050,1801000,1801000,1802000,223.606797749979,1801000,1801050,1801000,1801000,1802000,223.606797749979,1,1802000,1802000,1802000,1802000,1802000,0
ta41,20,180000,2028,2037.1,2037.5,2039,2050,4.81117121094777,40000,99950,98500,98000,159000,39918.9639671488,180000,180000,180000,180000,180000,0,1,40000,40000,40000,40000,40000,0
ta41,20,300000,2026,2034.1,2034.5,2034,2040,4.48271534252458,40000,160600,141500,148000,299000,83412.3555154246,300000,300000,300000,300000,300000,0,1,210000,210000,210000,210000,210000,0
ta41,20,1800000,2011,2019.2,2018,2018,2031,5.33706010143373,1182000,1469750,1427000,1414000,1770000,170994.575167875,1800000,1800000,1800000,1800000,1800000,0,1,1404000,1404000,1404000,1404000,1404000,0
ta41,20,1801000,2011,2019.2,2018,2018,2031,5.33706010143373,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta42,20,180000,1966,1968.25,1968,1966,1973,1.97017231413103,12000,109650,101000,163000,179000,44630.9722525796,180000,180000,180000,180000,180000,0,5,12000,12000,126000,126000,179000,69723.0234571049
ta42,20,300000,1958,1966.5,1966.5,1966,1970,2.48151057560553,12000,165250,169500,193500,281000,83717.4917269541,300000,300000,300000,300000,300000,0,1,272000,272000,272000,272000,272000,0
ta42,20,1800000,1942,1956.7,1959,1964,1966,7.88803224077963,176000,1256500,1523000,957000,1800000,571605.725358973,1800000,1800000,1800000,1800000,1800000,0,1,1690000,1690000,1690000,1690000,1690000,0
ta42,20,1801000,1942,1956.7,1959,1964,1966,7.88803224077963,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta43,20,180000,1873,1882.25,1883,1875.5,1896,6.52021149156504,23000,115300,124000,101000,180000,57480.5230170689,180000,180000,180000,180000,180000,0,3,31000,31000,114000,114000,180000,74661.4581516684
ta43,20,300000,1872,1878.6,1878,1873,1892,5.32521311656558,31000,189850,184500,184500,300000,80247.1675184666,300000,300000,300000,300000,300000,0,1,278000,278000,278000,278000,278000,0
ta43,20,1800000,1854,1859.95,1857.5,1857,1873,5.02074643223915,1067000,1479700,1504000,1504000,1624000,130892.12110903,1800000,1800000,1800000,1800000,1800000,0,1,1624000,1624000,1624000,1624000,1624000,0
ta43,20,1801000,1854,1859.95,1857.5,1857,1873,5.02074643223915,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta44,20,180000,1993,2000.95,2001,2001,2013,4.59376006980636,19000,106250,124000,124000,177000,50851.5641740485,180000,180000,180000,180000,180000,0,1,125000,125000,125000,125000,125000,0
ta44,20,300000,1993,1998.75,1998,1998,2004,2.65320064906718,22000,174250,179000,179000,299000,73429.4326475928,300000,300000,300000,300000,300000,0,1,125000,125000,125000,125000,125000,0
ta44,20,1800000,1983,1987.2,1987,1987,1997,3.73602659744843,174000,1408050,1460500,1460500,1733000,321125.565701905,1800000,1800000,1800000,1800000,1800000,0,3,1269000,1269000,1278000,1278000,1369000,55320.2795847358
ta44,20,1801000,1983,1987.2,1987,1987,1997,3.73602659744843,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,3,1801000,1801000,1801000,1801000,1801000,0
ta45,20,180000,2006,2012.4,2013,2013,2016,2.11261872914562,24000,83150,65500,65500,173000,43606.222395192,180000,180000,180000,180000,180000,0,1,66000,66000,66000,66000,66000,0
ta45,20,300000,2006,2012.15,2013,2013,2013,1.84319516629483,24000,96900,70000,70000,283000,63948.9105293807,300000,300000,300000,300000,300000,0,1,66000,66000,66000,66000,66000,0
ta45,20,1800000,2003,2010,2013,2013,2013,4.21775694939983,32000,601450,132500,132500,1771000,708334.107533117,1800000,1800000,1800000,1800000,1800000,0,1,1564000,1564000,1564000,1564000,1564000,0
ta45,20,1801000,2003,2010,2013,2013,2013,4.21775694939983,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta46,20,180000,2027,2038,2038.5,2042,2054,7.86062807186617,10000,116900,123500,123500,178000,47055.2866317909,180000,180000,180000,180000,180000,0,2,69000,69000,98500,98500,128000,41719.3000900063
ta46,20,300000,2027,2034.35,2033,2036.5,2042,5.07081432264452,39000,169850,178500,192000,286000,76503.3710987541,300000,300000,300000,300000,300000,0,2,69000,69000,98500,98500,128000,41719.3000900063
ta46,20,1800000,2018,2024.7,2027,2027,2031,4.52013041265055,510000,1315250,1340000,1340000,1558000,241717.075807321,1800000,1800000,1800000,1800000,1800000,0,3,1023000,1023000,1513000,1513000,1549000,293845.764531894
ta46,20,1801000,2018,2024.7,2027,2027,2031,4.52013041265055,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,3,1801000,1801000,1801000,1801000,1801000,0
ta47,20,180000,1912,1920.65,1920.5,1922,1934,5.08118303671808,16000,87700,88000,88000,157000,44474.8302561774,180000,180000,180000,180000,180000,0,1,30000,30000,30000,30000,30000,0
ta47,20,300000,1912,1920.15,1920.5,1922,1928,4.48711605893092,25000,114350,97000,97000,268000,65801.3557691073,300000,300000,300000,300000,300000,0,1,30000,30000,30000,30000,30000,0
ta47,20,1800000,1902,1906.7,1906.5,1902.5,1915,4.36613764037929,1048000,1496050,1525500,1525500,1788000,185510.526017145,1800000,1800000,1800000,1800000,1800000,0,4,1386000,1386000,1590500,1590500,1617000,107402.66911643
ta47,20,1801000,1902,1906.7,1906.5,1902.5,1915,4.36613764037929,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,4,1801000,1801000,1801000,1801000,1801000,0
ta48,20,180000,1964,1974.45,1973.5,1973,1984,5.66127194188726,25000,101750,100500,170000,174000,50475.50213509,180000,180000,180000,180000,180000,0,1,146000,146000,146000,146000,146000,0
ta48,20,300000,1962,1970.9,1970.5,1969.5,1984,5.83906986103996,25000,168450,202500,202500,263000,82577.8579982488,300000,300000,300000,300000,300000,0,1,215000,215000,215000,215000,215000,0
ta48,20,1800000,1946,1955.2,1954,1949,1969,5.86335632282578,950000,1326350,1349000,1349000,1662000,210461.966810358,1800000,1800000,1800000,1800000,1800000,0,1,1053000,1053000,1053000,1053000,1053000,0
ta48,20,1801000,1946,1955.2,1954,1949,1969,5.86335632282578,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta49,20,180000,1983,1992.9,1994.5,1995,2000,5.12886567945533,15000,102800,121000,131500,171000,47947.9981471155,180000,180000,180000,180000,180000,0,1,147000,147000,147000,147000,147000,0
ta49,20,300000,1982,1989.25,1989,1987,1999,4.3754698995771,15000,178400,188500,188500,300000,90794.3888829678,300000,300000,300000,300000,300000,0,1,287000,287000,287000,287000,287000,0
ta49,20,1800000,1968,1973.35,1972.5,1970.5,1981,3.55816333461373,1130000,1468100,1459500,1459500,1772000,204789.211270105,1800000,1800000,1800000,1800000,1800000,0,1,1465000,1465000,1465000,1465000,1465000,0
ta49,20,1801000,1968,1973.35,1972.5,1970.5,1981,3.55816333461373,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta50,20,180000,1947,1956.75,1955.5,1956,1970,7.42595023159361,36000,96900,99000,124000,178000,42120.0039986003,180000,180000,180000,180000,180000,0,3,57000,57000,67000,67000,78000,10503.9675043925
ta50,20,300000,1947,1953.85,1952,1949,1970,6.29348033577941,42000,155100,158000,277000,296000,81792.3558389426,300000,300000,300000,300000,300000,0,3,57000,57000,67000,67000,78000,10503.9675043925
ta50,20,1800000,1924,1933.05,1933,1928,1947,5.75348864420078,693000,1427950,1400500,1400500,1789000,242313.297634542,1800000,1800000,1800000,1800000,1800000,0,1,1478000,1478000,1478000,1478000,1478000,0
ta50,20,1801000,1924,1933.05,1933,1928,1947,5.75348864420078,1801000,1801000,1801000,1801000,1801000,0,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
