inst.id,n.runs,budget.time,best.f.min,best.f.mean,best.f.med,best.f.mode,best.f.max,best.f.sd,last.improvement.time.min,last.improvement.time.mean,last.improvement.time.med,last.improvement.time.mode,last.improvement.time.max,last.improvement.time.sd,total.time.min,total.time.mean,total.time.med,total.time.mode,total.time.max,total.time.sd,reach.best.f.min.runs,reach.best.f.min.time.min,reach.best.f.min.time.mean,reach.best.f.min.time.med,reach.best.f.min.time.mode,reach.best.f.min.time.max,reach.best.f.min.time.sd
ta45,40,1801000,2005,2010.35,2010,2013,2013,2.61700553089174,11000,1122400,1620000,1801000,1801000,760587.890030822,1801000,1801000,1801000,1801000,1801000,0,3,1801000,1801000,1801000,1801000,1801000,0
ta45,40,NA,2005,2010.175,2010,2013,2013,2.63007750690121,1801000,1973750,1900500,1801000,2260000,193020.624645299,1801000,1973750,1900500,1801000,2260000,193020.624645299,3,1801000,1801000,1801000,1801000,1801000,0
ta46,40,180000,2026,2038.275,2037,2038,2058,6.73295568882584,16000,94225,91500,134000,178000,44888.7442347673,180000,180000,180000,180000,180000,0,1,169000,169000,169000,169000,169000,0
ta46,40,300000,2026,2034.9,2034,2033,2053,5.19763259719121,38000,182975,187500,300000,300000,93298.6622873843,300000,3e+05,300000,300000,300000,0,1,169000,169000,169000,169000,169000,0
ta46,40,1800000,2025,2029.9,2030,2031,2034,2.19322967567385,42000,697225,593000,169000,1773000,504214.570091254,1800000,1800000,1800000,1800000,1800000,0,1,526000,526000,526000,526000,526000,0
ta46,40,1801000,2025,2029.9,2030,2031,2034,2.19322967567385,42000,1273500,1787000,1801000,1801000,673130.954607855,1801000,1801000,1801000,1801000,1801000,0,1,1801000,1801000,1801000,1801000,1801000,0
ta46,40,NA,2025,2029.825,2030,2030,2034,2.21750032521028,1801000,1963475,1949000,1801000,2151000,164986.244570376,1801000,1963475,1949000,1801000,2151000,164986.244570376,1,1801000,1801000,1801000,1801000,1801000,0
ta47,40,180000,1915,1922.25,1922,1925,1932,4.57837727383169,19000,98950,100500,121000,176000,48677.3521813237,180000,180000,180000,180000,180000,0,2,87000,87000,112500,112500,138000,36062.4458405139
ta47,40,300000,1914,1920.625,1921,1918,1929,4.04897897861063,20000,151525,135500,115000,300000,91187.3212903119,300000,3e+05,300000,300000,300000,0,1,249000,249000,249000,249000,249000,0
ta47,40,1800000,1906,1913.4,1913.5,1915,1918,2.5298221281347,41000,952200,1001500,1001500,1786000,489486.187961548,1800000,1800000,1800000,1800000,1800000,0,1,795000,795000,795000,795000,795000,0
ta47,40,1801000,1906,1913.4,1913.5,1915,1918,2.5298221281347,87000,1386725,1793500,1801000,1801000,546752.791253588,1801000,1801000,1801000,1801000,1801000,0,1,795000,795000,795000,795000,795000,0
ta47,40,NA,1906,1913.3,1913,1914,1918,2.49306731064057,1801000,1980650,1884500,1801000,2223000,193172.508263257,1801000,1980650,1884500,1801000,2223000,193172.508263257,1,2207000,2207000,2207000,2207000,2207000,0
ta48,40,180000,1964,1973.5,1973,1970,1988,5.31567589836046,18000,110025,120000,125000,179000,48137.3502301434,180000,180000,180000,180000,180000,0,1,118000,118000,118000,118000,118000,0
ta48,40,300000,1962,1969.8,1969.5,1968,1979,3.8908175925455,18000,192400,201500,125000,299000,84439.5702596894,300000,3e+05,300000,300000,300000,0,3,192000,192000,249000,249000,281000,45081.4078455114
ta48,40,1800000,1952,1962.45,1963,1963.5,1968,3.87596141919356,200000,950375,946500,1249000,1788000,455201.938140843,1800000,1800000,1800000,1800000,1800000,0,1,414000,414000,414000,414000,414000,0
ta48,40,1801000,1952,1962.45,1963,1963.5,1968,3.87596141919356,269000,1416100,1794500,1801000,1801000,501710.193187978,1801000,1801000,1801000,1801000,1801000,0,1,414000,414000,414000,414000,414000,0
ta48,40,NA,1952,1962.325,1963,1964,1968,3.76479985506772,1801000,1921475,1853000,1801000,2165000,144339.874459466,1801000,1921475,1853000,1801000,2165000,144339.874459466,1,2152000,2152000,2152000,2152000,2152000,0
ta49,40,180000,1983,1991.25,1992,1992,2000,4.14945161653305,7000,95025,100000,56000,179000,49098.7949614516,180000,180000,180000,180000,180000,0,1,36000,36000,36000,36000,36000,0
ta49,40,300000,1983,1989.575,1990,1992,1996,3.46326879829313,7000,145150,145500,131000,286000,83293.595653706,300000,3e+05,300000,300000,300000,0,2,36000,36000,160000,160000,284000,175362.481734264
ta49,40,1800000,1979,1983.875,1984,1984,1989,2.95424509859357,64000,706000,618000,618000,1684000,443072.836519616,1800000,1800000,1800000,1800000,1800000,0,3,359000,359000,401000,401000,743000,210627.633514693
ta49,40,1801000,1979,1983.875,1984,1984,1989,2.95424509859357,64000,1243575,1672000,1801000,1801000,635786.485991351,1801000,1801000,1801000,1801000,1801000,0,3,401000,401000,743000,743000,1801000,729877.615311864
ta49,40,NA,1979,1983.85,1984,1984,1989,2.93999825571202,1801000,1978825,1913500,1801000,2246000,190371.416662406,1801000,1978825,1913500,1801000,2246000,190371.416662406,3,1801000,1801000,2235000,2235000,2241000,252319.902768952
ta50,40,180000,1938,1954.45,1955,1957,1967,7.27817249533115,29000,108700,112500,160000,180000,47300.5664843836,180000,180000,180000,180000,180000,0,1,139000,139000,139000,139000,139000,0
ta50,40,300000,1938,1952.25,1952,1950,1966,6.07538117407101,29000,170600,176500,196000,292000,78685.9385346386,300000,3e+05,300000,300000,300000,0,1,139000,139000,139000,139000,139000,0
ta50,40,1800000,1935,1942.85,1943,1943,1948,2.71321552065782,37000,1060725,1166000,1279000,1782000,533507.695256063,1800000,1800000,1800000,1800000,1800000,0,1,817000,817000,817000,817000,817000,0
ta50,40,1801000,1935,1942.85,1943,1943,1948,2.71321552065782,55000,1437350,1791500,1801000,1801000,550846.97256088,1801000,1801000,1801000,1801000,1801000,0,1,817000,817000,817000,817000,817000,0
ta50,40,NA,1935,1942.7,1943,1943,1948,2.86624922422748,1801000,1966700,1882000,1801000,2195000,173340.512671831,1801000,1966700,1882000,1801000,2195000,173340.512671831,1,1974000,1974000,1974000,1974000,1974000,0
